From Number,From Name,To Number,To Name,Circuit,Status,Branch Device Type,Xfrmr,MW From ,Mvar From ,MVA From ,Lim MVA,% of MVA Limit (Max),MW Loss,Mvar Loss
26106,NEWHALL 3 3,26108,NEWHALL 3 5,1,Closed,TransformerWinding,YES,0,0,0,96.3,0,0,0
26107,NEWHALL 3 4,26108,NEWHALL 3 5,1,Closed,TransformerWinding,YES,0,0,0,96.3,0,0,0
28847,VICTORVILLE 7 1,28853,VICTORVILLE 7 7,1,Closed,Transformer,YES,0,0,0,1501.5,0,0,0
10359,LYNNWOOD 6 3,10360,LYNNWOOD 6 4,1,Closed,TransformerWinding,YES,0,0,0,115.8,0,0,0
29046,NORTH PALM SPRINGS 7 1,29048,NORTH PALM SPRINGS 7 3,1,Closed,Transformer,YES,0,0,0,54.4,0,0,0
21328,CASTRO VALLEY 2 3,21329,CASTRO VALLEY 2 4,1,Closed,TransformerWinding,YES,0,0,0,100,0,0,0
13639,MILTON FREEWATER 2 3,13640,MILTON FREEWATER 2 4,1,Closed,TransformerWinding,YES,0,0,0,150,0,0,0
28758,NIPTON 1 1,28761,NIPTON 1 4,1,Closed,Transformer,YES,0,0,0,1321.4,0,0,0
40737,TEMPE 9 1,40739,TEMPE 9 3,1,Closed,Transformer,YES,0,0,0,794.2,0,0,0
10707,WENATCHEE 3 1,10714,WENATCHEE 3 8,1,Closed,Transformer,YES,0,0,0,1510,0,0,0
11011,GRAND COULEE 1,11017,GRAND COULEE 7,1,Closed,Transformer,YES,0,0,0,1862.7,0,0,0
10950,FALL CITY 2 1,10951,FALL CITY 2 2,1,Closed,Transformer,YES,0,0,0,72.9,0,0,0
23292,AUBERRY 1 2,23294,AUBERRY 1 4,1,Closed,Transformer,YES,0,0,0,14.7,0,0,0
10747,BRIDGEPORT 1,10753,BRIDGEPORT 7,1,Closed,Transformer,YES,0,0,0,1744.4,0,0,0
20520,FORBESTOWN 2 1,20521,FORBESTOWN 2 2,1,Closed,Transformer,YES,0,0,0,76.1,0,0,0
23186,FRESNO 14 3,23187,FRESNO 14 4,1,Closed,TransformerWinding,YES,0,0,0,75,0,0,0
29012,CORONA 12 1,29013,CORONA 12 2,1,Closed,Transformer,YES,0,0,0,82.6,0,0,0
23474,MODESTO 12 2,23481,MODESTO 12 9,1,Closed,Transformer,YES,0,0,0,21.8,0,0,0
40998,ARLINGTON 12 1,41002,ARLINGTON 12 5,1,Closed,Transformer,YES,0,0,0,1020.7,0,0,0
23367,TRANQUILLITY 3,23369,TRANQUILLITY 5,1,Closed,TransformerWinding,YES,0,0,0,98,0,0,0
10905,BEVERLY 1,10911,BEVERLY 7,1,Closed,Transformer,YES,0,0,0,1388.7,0,0,0
26083,LEBEC 2 1,26085,LEBEC 2 3,1,Closed,Transformer,YES,0,0,0,396.3,0,0,0
10992,IONE 1 1,10993,IONE 1 2,1,Closed,Transformer,YES,0,0,0,75.6,0,0,0
80086,EL PASO 37 1,80097,EL PASO 37 12,1,Closed,Transformer,YES,0,0,0,665,0,0,0
20326,STRAWBERRY VALLEY 1 3,20327,STRAWBERRY VALLEY 1 4,1,Closed,TransformerWinding,YES,0,0,0,100,0,0,0
28762,DESERT HOT SPRINGS 4 1,28767,DESERT HOT SPRINGS 4 6,1,Closed,Transformer,YES,0,0,0,1315.7,0,0,0
13133,SPRINGFIELD 1 3,13134,SPRINGFIELD 1 4,1,Closed,TransformerWinding,YES,0,0,0,53.8,0,0,0
13132,SPRINGFIELD 1 2,13134,SPRINGFIELD 1 4,1,Closed,TransformerWinding,YES,0,0,0,53.8,0,0,0
20436,OROVILLE 5 1,20444,OROVILLE 5 9,1,Closed,Transformer,YES,0,0,0,1184.7,0,0,0
30449,BUNKERVILLE 2 1,30451,BUNKERVILLE 2 3,1,Closed,Transformer,YES,0,0,0,511.9,0,0,0
26058,SUN VALLEY 2 1,26062,SUN VALLEY 2 5,1,Closed,Transformer,YES,0,0,0,1490.4,0,0,0
20128,SACRAMENTO 9 3,20129,SACRAMENTO 9 4,1,Closed,TransformerWinding,YES,0,0,0,52.8,0,0,0
20127,SACRAMENTO 9 2,20129,SACRAMENTO 9 4,1,Closed,TransformerWinding,YES,0,0,0,52.8,0,0,0
30340,BOULDER CITY 4 3,30341,BOULDER CITY 4 4,1,Closed,TransformerWinding,YES,0,0,0,100,0,0,0
74281,GLENNS FERRY 2 1,74283,GLENNS FERRY 2 3,1,Closed,Transformer,YES,0,0,0,43.3,0,0,0
26007,OXNARD 12 3,26008,OXNARD 12 4,1,Closed,TransformerWinding,YES,0,0,0,150,0,0,0
77272,NOXON 1,77278,NOXON 7,1,Closed,Transformer,YES,0,0,0,434.3,0,0,0
50356,OREM 6 1,50361,OREM 6 6,1,Closed,Transformer,YES,0,0,0,1063.7,0,0,0
20436,OROVILLE 5 1,20440,OROVILLE 5 5,1,Closed,Transformer,YES,0,0,0,1246.5,0,0,0
30387,SPARKS 9 1,30397,SPARKS 9 11,1,Closed,Transformer,YES,0,0,0,1127.2,0,0,0
23029,LODI 1 3,23030,LODI 1 4,1,Closed,TransformerWinding,YES,0,0,0,51.4,0,0,0
23028,LODI 1 2,23030,LODI 1 4,1,Closed,TransformerWinding,YES,0,0,0,51.4,0,0,0
60879,FOUNTAIN 5 4,60880,FOUNTAIN 5 5,1,Closed,TransformerWinding,YES,0,0,0,75,0,0,0
74250,CAMBRIDGE 1,74253,CAMBRIDGE 4,1,Closed,Transformer,YES,0,0,0,454.7,0,0,0
60682,PLATTEVILLE 2 1,60691,PLATTEVILLE 2 10,1,Closed,Transformer,YES,0,0,0,775.7,0,0,0
60266,LITTLETON 3 3,60267,LITTLETON 3 4,1,Closed,TransformerWinding,YES,0,0,0,75,0,0,0
74281,GLENNS FERRY 2 1,74282,GLENNS FERRY 2 2,1,Closed,Transformer,YES,0,0,0,43.4,0,0,0
77193,ANACONDA 2 1,77197,ANACONDA 2 5,1,Closed,Transformer,YES,0,0,0,386.3,0,0,0
28123,YORBA LINDA 1 6,28124,YORBA LINDA 1 7,1,Closed,TransformerWinding,YES,0,0,0,171,0,0,0
20476,REDDING 10 1,20478,REDDING 10 3,1,Closed,Transformer,YES,0,0,0,409.1,0,0,0
13666,CASCADE LOCKS 1,13673,CASCADE LOCKS 8,1,Closed,Transformer,YES,0,0,0,1442.2,0,0,0
40794,PHOENIX 73 1,40799,PHOENIX 73 6,1,Closed,Transformer,YES,0,0,0,1435,0,0,0
28731,HOLTVILLE 2 2,28735,HOLTVILLE 2 6,1,Closed,Transformer,YES,0,0,0,40.6,0,0,0
10717,WENATCHEE 4 1,10727,WENATCHEE 4 11,1,Closed,Transformer,YES,0,0,0,1216.1,0,0,0
70162,ALCOVA 2 2,70163,ALCOVA 2 3,1,Closed,Transformer,YES,0,0,0,38.9,0,0,0
10717,WENATCHEE 4 1,10722,WENATCHEE 4 6,1,Closed,Transformer,YES,0,0,0,1223.7,0,0,0
40998,ARLINGTON 12 1,41001,ARLINGTON 12 4,1,Closed,Transformer,YES,0,0,0,1021.5,0,0,0
77241,GLASGOW 2 3,77242,GLASGOW 2 4,1,Closed,TransformerWinding,YES,0,0,0,125,0,0,0
25011,PASO ROBLES 2 3,25012,PASO ROBLES 2 4,1,Closed,TransformerWinding,YES,0,0,0,75,0,0,0
21162,RICHMOND 3 3,21163,RICHMOND 3 4,1,Closed,TransformerWinding,YES,0,0,0,150,0,0,0
28670,PALM DESERT 3 3,28671,PALM DESERT 3 4,1,Closed,TransformerWinding,YES,0,0,0,44.8,0,0,0
28669,PALM DESERT 3 2,28671,PALM DESERT 3 4,1,Closed,TransformerWinding,YES,0,0,0,44.8,0,0,0
29077,ANAHEIM 15 3,29078,ANAHEIM 15 4,1,Closed,TransformerWinding,YES,0,0,0,100,0,0,0
70179,GLENROCK 6 1,70181,GLENROCK 6 3,1,Closed,Transformer,YES,0,0,0,105.7,0,0,0
23502,LA GRANGE 3,23504,LA GRANGE 5,1,Closed,TransformerWinding,YES,0,0,0,506,0,0,0
26171,LONG BEACH 28 1,26173,LONG BEACH 28 3,1,Closed,Transformer,YES,0,0,0,541.4,0,0,0
13620,THE DALLES 3 1,13625,THE DALLES 3 6,1,Closed,Transformer,YES,0,0,0,1664.5,0,0,0
77284,HARDIN 3 3,77285,HARDIN 3 4,1,Closed,TransformerWinding,YES,0,0,0,75,0,0,0
20398,FOLSOM 3 3,20399,FOLSOM 3 4,1,Closed,TransformerWinding,YES,0,0,0,150,0,0,0
10794,ANACORTES 2 1,10796,ANACORTES 2 3,1,Closed,Transformer,YES,0,0,0,325.8,0,0,0
40626,SIERRA VISTA 3 4,40627,SIERRA VISTA 3 5,1,Closed,TransformerWinding,YES,0,0,0,34.3,0,0,0
40625,SIERRA VISTA 3 3,40627,SIERRA VISTA 3 5,1,Closed,TransformerWinding,YES,0,0,0,34.3,0,0,0
10992,IONE 1 1,10994,IONE 1 3,1,Closed,Transformer,YES,0,0,0,38.7,0,0,0
25493,WILMINGTON 1 3,25494,WILMINGTON 1 4,1,Closed,TransformerWinding,YES,0,0,0,50.9,0,0,0
25492,WILMINGTON 1 2,25494,WILMINGTON 1 4,1,Closed,TransformerWinding,YES,0,0,0,50.9,0,0,0
13564,SPRINGFIELD 5 3,13565,SPRINGFIELD 5 4,1,Closed,TransformerWinding,YES,0,0,0,125,0,0,0
77089,ENNIS 3,77090,ENNIS 4,1,Closed,TransformerWinding,YES,0,0,0,76.7,0,0,0
13681,ARLINGTON 8 1,13686,ARLINGTON 8 6,1,Closed,Transformer,YES,0,0,0,1603.9,0,0,0
21487,SAN JOSE 14 3,21488,SAN JOSE 14 4,1,Closed,TransformerWinding,YES,0,0,0,51.9,0,0,0
21486,SAN JOSE 14 2,21488,SAN JOSE 14 4,1,Closed,TransformerWinding,YES,0,0,0,51.9,0,0,0
10844,BURBANK 2 1,10853,BURBANK 2 10,1,Closed,Transformer,YES,0,0,0,830.9,0,0,0
77198,COLSTRIP 1 1,77199,COLSTRIP 1 2,1,Closed,Transformer,YES,0,0,0,80.6,0,0,0
20500,REDDING 12 4,20501,REDDING 12 5,1,Closed,TransformerWinding,YES,0,0,0,118.6,0,0,0
10905,BEVERLY 1,10909,BEVERLY 5,1,Closed,Transformer,YES,0,0,0,1390.9,0,0,0
20484,MIDDLETOWN 6 1,20487,MIDDLETOWN 6 4,1,Closed,Transformer,YES,0,0,0,1501.2,0,0,0
10747,BRIDGEPORT 1,10751,BRIDGEPORT 5,1,Closed,Transformer,YES,0,0,0,1746.7,0,0,0
20358,WENDEL 1,20359,WENDEL 2,1,Closed,Transformer,YES,0,0,0,70.4,0,0,0
10769,ROCKPORT 1 1,10773,ROCKPORT 1 5,1,Closed,Transformer,YES,0,0,0,335.6,0,0,0
21134,SOUTH SAN FRANCISCO 1 3,21135,SOUTH SAN FRANCISCO 1 4,1,Closed,TransformerWinding,YES,0,0,0,125,0,0,0
10916,ROCKPORT 3 1,10922,ROCKPORT 3 7,1,Closed,Transformer,YES,0,0,0,1236.8,0,0,0
60786,PUEBLO 13 2,60793,PUEBLO 13 9,1,Closed,Transformer,YES,0,0,0,149.6,0,0,0
53259,BELEN 2 3,53260,BELEN 2 4,1,Closed,TransformerWinding,YES,0,0,0,100,0,0,0
60741,GEORGETOWN 4,60742,GEORGETOWN 5,1,Closed,TransformerWinding,YES,0,0,0,50,0,0,0
13603,IDLEYLD PARK 2 3,13604,IDLEYLD PARK 2 4,1,Closed,TransformerWinding,YES,0,0,0,112.2,0,0,0
13620,THE DALLES 3 1,13628,THE DALLES 3 9,1,Closed,Transformer,YES,0,0,0,1661.8,0,0,0
10899,COULEE CITY 1 1,10902,COULEE CITY 1 4,1,Closed,Transformer,YES,0,0,0,325.8,0,0,0
20188,SACRAMENTO 32 3,20189,SACRAMENTO 32 4,1,Closed,TransformerWinding,YES,0,0,0,52.7,0,0,0
20187,SACRAMENTO 32 2,20189,SACRAMENTO 32 4,1,Closed,TransformerWinding,YES,0,0,0,52.7,0,0,0
28405,SAN DIEGO 4 3,28406,SAN DIEGO 4 4,1,Closed,TransformerWinding,YES,0,0,0,125,0,0,0
10732,SHELTON 3 3,10733,SHELTON 3 4,1,Closed,TransformerWinding,YES,0,0,0,125,0,0,0
40794,PHOENIX 73 1,40800,PHOENIX 73 7,1,Closed,Transformer,YES,0,0,0,1430.1,0,0,0
21733,SAN JOSE 46 1,21740,SAN JOSE 46 8,1,Closed,Transformer,YES,0,0,0,309.8,0,0,0
11038,METALINE FALLS 1,11041,METALINE FALLS 4,1,Closed,Transformer,YES,0,0,0,1420.3,0,0,0
60804,MONTROSE 4 1,60808,MONTROSE 4 5,1,Closed,Transformer,YES,0,0,0,619.8,0,0,0
10080,SILVERDALE 1 3,10081,SILVERDALE 1 4,1,Closed,TransformerWinding,YES,0,0,0,150,0,0,0
21122,SAN FRANCISCO 20 3,21123,SAN FRANCISCO 20 4,1,Closed,TransformerWinding,YES,0,0,0,150,0,0,0
13557,KLAMATH FALLS 5 4,13558,KLAMATH FALLS 5 5,1,Closed,TransformerWinding,YES,0,0,0,75,0,0,0
23142,MERCED 5 3,23143,MERCED 5 4,1,Closed,TransformerWinding,YES,0,0,0,51.4,0,0,0
23141,MERCED 5 2,23143,MERCED 5 4,1,Closed,TransformerWinding,YES,0,0,0,51.4,0,0,0
11011,GRAND COULEE 1,11022,GRAND COULEE 12,1,Closed,Transformer,YES,0,0,0,1045.6,0,0,0
20436,OROVILLE 5 1,20441,OROVILLE 5 6,1,Closed,Transformer,YES,0,0,0,1243.5,0,0,0
30328,BOULDER CITY 3 3,30329,BOULDER CITY 3 4,1,Closed,TransformerWinding,YES,0,0,0,50,0,0,0
13594,OXBOW 2 1,13597,OXBOW 2 4,1,Closed,Transformer,YES,0,0,0,1297,0,0,0
60008,CORTEZ 4,60009,CORTEZ 5,1,Closed,TransformerWinding,YES,0,0,0,75,0,0,0
10963,POMEROY 2 3,10964,POMEROY 2 4,1,Closed,TransformerWinding,YES,0,0,0,150,0,0,0
10941,KAHLOTUS 1,10948,KAHLOTUS 8,1,Closed,Transformer,YES,0,0,0,1322.6,0,0,0
40991,ARLINGTON 11 1,40995,ARLINGTON 11 5,1,Closed,Transformer,YES,0,0,0,1077.7,0,0,0
77221,HUNGRY HORSE 1,77226,HUNGRY HORSE 6,1,Closed,Transformer,YES,0,0,0,436.5,0,0,0
30384,ELY 2 3,30385,ELY 2 4,1,Closed,TransformerWinding,YES,0,0,0,75,0,0,0
13666,CASCADE LOCKS 1,13669,CASCADE LOCKS 4,1,Closed,Transformer,YES,0,0,0,1451.2,0,0,0
70073,CHEYENNE 1 3,70074,CHEYENNE 1 4,1,Closed,TransformerWinding,YES,0,0,0,100,0,0,0
60644,GROVER 5,60645,GROVER 6,1,Closed,TransformerWinding,YES,0,0,0,50,0,0,0
25676,NORWALK 3 3,25677,NORWALK 3 4,1,Closed,TransformerWinding,YES,0,0,0,75,0,0,0
77074,GREAT FALLS 4 3,77075,GREAT FALLS 4 4,1,Closed,TransformerWinding,YES,0,0,0,43.6,0,0,0
77073,GREAT FALLS 4 2,77075,GREAT FALLS 4 4,1,Closed,TransformerWinding,YES,0,0,0,43.6,0,0,0
74038,COEUR D ALENE 3 3,74039,COEUR D ALENE 3 4,1,Closed,TransformerWinding,YES,0,0,0,139.7,0,0,0
10119,OAK HARBOR 2 3,10120,OAK HARBOR 2 4,1,Closed,TransformerWinding,YES,0,0,0,125,0,0,0
10680,MATTAWA 2 1,10686,MATTAWA 2 7,1,Closed,Transformer,YES,0,0,0,1369.6,0,0,0
60276,DENVER 10 3,60277,DENVER 10 4,1,Closed,TransformerWinding,YES,0,0,0,100,0,0,0
11011,GRAND COULEE 1,11024,GRAND COULEE 14,1,Closed,Transformer,YES,0,0,0,1041.2,0,0,0
60818,FLEMING 3,60819,FLEMING 4,1,Closed,TransformerWinding,YES,0,0,0,150,0,0,0
50347,BLANDING 3,50348,BLANDING 4,1,Closed,TransformerWinding,YES,0,0,0,100,0,0,0
10680,MATTAWA 2 1,10683,MATTAWA 2 4,1,Closed,Transformer,YES,0,0,0,1375,0,0,0
21634,STANFORD 2 3,21635,STANFORD 2 4,1,Closed,TransformerWinding,YES,0,0,0,125,0,0,0
11038,METALINE FALLS 1,11042,METALINE FALLS 5,1,Closed,Transformer,YES,0,0,0,1419.7,0,0,0
53280,BLOOMFIELD 2 3,53281,BLOOMFIELD 2 4,1,Closed,TransformerWinding,YES,0,0,0,150,0,0,0
11074,PATEROS 1,11081,PATEROS 8,1,Closed,Transformer,YES,0,0,0,1282.8,0,0,0
11029,FERNDALE 2 3,11030,FERNDALE 2 4,1,Closed,TransformerWinding,YES,0,0,0,150,0,0,0
77234,POLSON 2 3,77235,POLSON 2 4,1,Closed,TransformerWinding,YES,0,0,0,125,0,0,0
30250,JACKPOT 3,30251,JACKPOT 4,1,Closed,TransformerWinding,YES,0,0,0,125,0,0,0
60304,FORT COLLINS 5 4,60305,FORT COLLINS 5 5,1,Closed,TransformerWinding,YES,0,0,0,159.4,0,0,0
70183,GILLETTE 8 1,70184,GILLETTE 8 2,1,Closed,Transformer,YES,0,0,0,123.5,0,0,0
28055,ANAHEIM 7 1,28058,ANAHEIM 7 4,1,Closed,TransformerWinding,YES,0,0,0,96.5,0,0,0
25019,GROVER BEACH 1,25022,GROVER BEACH 4,1,Closed,TransformerWinding,YES,0,0,0,102.1,0,0,0
50118,SOUTH JORDAN 2 3,50119,SOUTH JORDAN 2 4,1,Closed,TransformerWinding,YES,0,0,0,50,0,0,0
28717,HINKLEY 1 1,28721,HINKLEY 1 5,1,Closed,Transformer,YES,0,0,0,1345.3,0,0,0
50446,HUNTINGTON 2 1,50449,HUNTINGTON 2 4,1,Closed,Transformer,YES,0,0,0,1161.9,0,0,0
26067,CARSON 8 3,26068,CARSON 8 4,1,Closed,TransformerWinding,YES,0,0,0,72.4,0,0,0
25861,CANTIL 3,25862,CANTIL 4,1,Closed,TransformerWinding,YES,0,0,0,75,0,0,0
28332,CARLSBAD 1 3,28333,CARLSBAD 1 4,1,Closed,TransformerWinding,YES,0,0,0,46.9,0,0,0
28331,CARLSBAD 1 2,28333,CARLSBAD 1 4,1,Closed,TransformerWinding,YES,0,0,0,46.9,0,0,0
28817,TRONA 4,28818,TRONA 5,1,Closed,TransformerWinding,YES,0,0,0,99.3,0,0,0
28816,TRONA 3,28818,TRONA 5,1,Closed,TransformerWinding,YES,0,0,0,99.3,0,0,0
28860,SAN BERNARDINO 10 1,28866,SAN BERNARDINO 10 7,1,Closed,Transformer,YES,0,0,0,392,0,0,0
28430,SUN CITY 2 3,28431,SUN CITY 2 4,1,Closed,TransformerWinding,YES,0,0,0,25,0,0,0
41013,CHINO VALLEY 2 1,41014,CHINO VALLEY 2 2,1,Closed,Transformer,YES,0,0,0,24.7,0,0,0
29063,CABAZON 2,29065,CABAZON 4,1,Closed,TransformerWinding,YES,0,0,0,114.4,0,0,0
70055,CASPER 5 3,70056,CASPER 5 4,1,Closed,TransformerWinding,YES,0,0,0,130,0,0,0
26171,LONG BEACH 28 1,26175,LONG BEACH 28 5,1,Closed,Transformer,YES,0,0,0,532.2,0,0,0
25910,BAKERSFIELD 23 1,25911,BAKERSFIELD 23 2,1,Closed,Transformer,YES,0,0,0,71.7,0,0,0
53275,CUBERO 3,53276,CUBERO 4,1,Closed,TransformerWinding,YES,0,0,0,100,0,0,0
26041,WILMINGTON 4 1,26043,WILMINGTON 4 3,1,Closed,Transformer,YES,0,0,0,13,0,0,0
23157,MADERA 4 1,23159,MADERA 4 3,1,Closed,Line,NO,-144.5,-68.1,159.7,0,0,0.07,0.26
23155,MADERA 3 1,23156,MADERA 3 2,1,Closed,Line,NO,44.2,6.3,44.6,0,0,0.01,0.02
40104,SURPRISE 3 1,40106,SURPRISE 3 3,1,Closed,Line,NO,-70.7,-23,74.4,0,0,0.01,0.06
40104,SURPRISE 3 1,40105,SURPRISE 3 2,1,Closed,Line,NO,70.7,23,74.4,0,0,0.01,0.06
40099,GOODYEAR 3 1,40102,GOODYEAR 3 4,1,Closed,Line,NO,0,0,0,0,0,0,0
40099,GOODYEAR 3 1,40101,GOODYEAR 3 3,1,Closed,Line,NO,-38.9,18.7,43.2,0,0,0,0.02
40099,GOODYEAR 3 1,40100,GOODYEAR 3 2,1,Closed,Line,NO,38.9,3.5,39,0,0,0,0.02
40097,CHINO VALLEY 1 1,40098,CHINO VALLEY 1 2,1,Closed,Line,NO,47.5,18.2,50.8,0,0,0.01,0.03
23151,MADERA 2 1,23152,MADERA 2 2,1,Closed,Line,NO,-34,-10.4,35.5,0,0,0,0.01
40092,LITCHFIELD PARK 1 1,40093,LITCHFIELD PARK 1 2,1,Closed,Line,NO,39.4,5.4,39.8,0,0,0,0.02
23148,CHOWCHILLA 1 1,23149,CHOWCHILLA 1 2,1,Closed,Line,NO,42.9,12.5,44.7,0,0,0,0.02
40084,SURPRISE 2 1,40087,SURPRISE 2 4,1,Closed,Line,NO,0,0,0,0,0,0,0
40084,SURPRISE 2 1,40086,SURPRISE 2 3,1,Closed,Line,NO,-70.5,-14.9,72,0,0,0.01,0.05
40084,SURPRISE 2 1,40085,SURPRISE 2 2,1,Closed,Line,NO,70.5,14.9,72,0,0,0.01,0.05
40081,SURPRISE 1 1,40082,SURPRISE 1 2,1,Closed,Line,NO,28.7,7.5,29.7,0,0,0,0.01
23140,MERCED 5 1,23143,MERCED 5 4,1,Closed,TransformerWinding,YES,0,0,0,102.8,0,0,0
40079,WADDELL 1,40080,WADDELL 2,1,Closed,Line,NO,-26.2,-1.9,26.3,0,0,0,0.01
13467,ARLINGTON 4 1,13469,ARLINGTON 4 3,1,Closed,Line,NO,2,0.9,2.2,0,0,0,0
40077,PAULDEN 1,40078,PAULDEN 2,1,Closed,Line,NO,-15,-5.6,16,0,0,0,0
10088,PORT ORCHARD 1 1,10089,PORT ORCHARD 1 2,1,Closed,Line,NO,33.2,4.2,33.5,0,0,0,0.01
40074,BUCKEYE 3 1,40076,BUCKEYE 3 3,1,Closed,Line,NO,78.2,19.8,80.6,0,0,0.01,0.07
23134,MERCED 3 1,23135,MERCED 3 2,1,Closed,Line,NO,27.7,3.8,28,0,0,0,0.01
40069,WITTMANN 1,40072,WITTMANN 4,1,Closed,Line,NO,0,0,0,0,0,0,0
40069,WITTMANN 1,40071,WITTMANN 3,1,Closed,Line,NO,-24.8,-6,25.6,0,0,0,0.01
40069,WITTMANN 1,40070,WITTMANN 2,1,Closed,Line,NO,24.8,6,25.6,0,0,0,0.01
23132,MERCED 2 1,23133,MERCED 2 2,1,Closed,Line,NO,29.7,11.5,31.8,0,0,0,0.01
40065,AJO 1,40066,AJO 2,1,Closed,Line,NO,13.4,2.5,13.7,0,0,0,0
13462,CLATSKANIE 2 1,13463,CLATSKANIE 2 2,1,Closed,Line,NO,137.3,-15.3,138.2,0,0,0.04,0.2
40062,GILA BEND 1 1,40063,GILA BEND 1 2,1,Closed,Line,NO,-8.4,-2.6,8.8,0,0,0,0
40059,WICKENBURG 1,40060,WICKENBURG 2,1,Closed,Line,NO,25.9,6,26.6,0,0,0,0.01
10172,BATTLE GROUND 1 1,10174,BATTLE GROUND 1 3,1,Closed,Line,NO,41.1,5.6,41.5,0,0,0,0.02
40052,BAGDAD 1 1,40053,BAGDAD 1 2,1,Closed,Line,NO,8.6,2.4,9,0,0,0,0
40050,AGUILA 1,40051,AGUILA 2,1,Closed,Line,NO,-5.9,-1.2,6,0,0,0,0
40048,LITTLEFIELD 1,40049,LITTLEFIELD 2,1,Closed,Line,NO,-13.3,-3.9,13.8,0,0,0,0
13459,KENO 1,13461,KENO 3,1,Closed,Line,NO,1.9,0.5,1.9,0,0,0,0
10346,SEATTLE 42 1,10353,SEATTLE 42 8,1,Closed,Line,NO,-178.7,21.1,179.9,0,0,0.08,0.36
23121,ATWATER 1 1,23122,ATWATER 1 2,1,Closed,Line,NO,35,13.7,37.6,0,0,0,0.01
23116,OAKDALE 1 1,23118,OAKDALE 1 3,1,Closed,Line,NO,-60.3,-21.2,63.9,0,0,0.01,0.05
23116,OAKDALE 1 1,23117,OAKDALE 1 2,1,Closed,Line,NO,60.3,21.2,63.9,0,0,0.01,0.04
13455,BLUE RIVER 3,13456,BLUE RIVER 4,1,Closed,TransformerWinding,YES,0,0,0,125,0,0,0
10172,BATTLE GROUND 1 1,10173,BATTLE GROUND 1 2,1,Closed,Line,NO,-41.1,-5.6,41.5,0,0,0,0.02
40033,YUMA 5 1,40037,YUMA 5 5,1,Closed,Line,NO,-186.4,-278.9,335.5,0,0,0.3,1.19
40031,YUMA 4 1,40032,YUMA 4 2,1,Closed,Line,NO,69.8,17.7,72,0,0,0.01,0.06
23114,JACKSON 1 1,23115,JACKSON 1 2,1,Closed,Line,NO,27.8,8.5,29.1,0,0,0,0.01
40029,QUARTZSITE 1,40030,QUARTZSITE 2,1,Closed,Line,NO,13.3,5,14.2,0,0,0,0
23112,DELHI 1,23113,DELHI 2,1,Closed,Line,NO,23.4,0.4,23.4,0,0,0,0.01
40025,LAKE HAVASU CITY 2 1,40026,LAKE HAVASU CITY 2 2,1,Closed,Line,NO,-48.7,-3.6,48.9,0,0,0.01,0.03
13453,BLUE RIVER 1,13457,BLUE RIVER 5,1,Closed,Line,NO,2.4,-73.9,74,0,0,0.01,0.06
40023,GOLDEN VALLEY 1 1,40024,GOLDEN VALLEY 1 2,1,Closed,Line,NO,36.3,1.4,36.3,0,0,0,0.01
40020,DOLAN SPRINGS 1,40021,DOLAN SPRINGS 2,1,Closed,Line,NO,-2.1,-0.4,2.2,0,0,0,0
40018,TOPOCK 1,40019,TOPOCK 2,1,Closed,Line,NO,-6.3,-0.8,6.4,0,0,0,0
13451,JOSEPH 3,13452,JOSEPH 4,1,Closed,TransformerWinding,YES,0,0,0,53.5,0,0,0
40016,YUMA 3 1,40017,YUMA 3 2,1,Closed,Line,NO,61.3,18.2,63.9,0,0,0.01,0.04
13450,JOSEPH 2,13452,JOSEPH 4,1,Closed,TransformerWinding,YES,0,0,0,53.5,0,0,0
40014,BULLHEAD CITY 3 1,40015,BULLHEAD CITY 3 2,1,Closed,Line,NO,21.5,7.6,22.8,0,0,0,0.01
23106,TURLOCK 2 1,23107,TURLOCK 2 2,1,Closed,Line,NO,-32.6,-11.8,34.6,0,0,0,0.01
40010,MOHAVE VALLEY 1 1,40012,MOHAVE VALLEY 1 3,1,Closed,Line,NO,-20.7,-3.2,21,0,0,0,0
40010,MOHAVE VALLEY 1 1,40011,MOHAVE VALLEY 1 2,1,Closed,Line,NO,20.7,3.2,21,0,0,0,0
10343,GRAHAM 1,10345,GRAHAM 3,1,Closed,Line,NO,-87.2,-16.4,88.7,0,0,0.02,0.08
40006,FORT MOHAVE 1,40007,FORT MOHAVE 2,1,Closed,Line,NO,41.6,5.2,41.9,0,0,0,0.02
23101,RIVERBANK 1,23102,RIVERBANK 2,1,Closed,Line,NO,-41.7,-20,46.3,0,0,0.01,0.02
40004,YUMA 2 1,40005,YUMA 2 2,1,Closed,Line,NO,-112.4,-32.9,117.1,0,0,0.03,0.15
23098,MODESTO 9 1,23100,MODESTO 9 3,1,Closed,Line,NO,-75.4,-26.9,80,0,0,0.01,0.07
23098,MODESTO 9 1,23099,MODESTO 9 2,1,Closed,Line,NO,75.4,26.9,80,0,0,0.02,0.07
10343,GRAHAM 1,10344,GRAHAM 2,1,Closed,Line,NO,87.2,16.4,88.7,0,0,0.02,0.08
23095,MODESTO 8 1,23097,MODESTO 8 3,1,Closed,Line,NO,-73.3,-18.7,75.6,0,0,0.02,0.06
30449,BUNKERVILLE 2 1,30457,BUNKERVILLE 2 9,2,Closed,Line,NO,307.2,133.4,334.9,0,0,0.27,1.08
